DISTRICT,SCHOOL,SCHOOL.LEVEL..x,X2009.2010.OVERALL.GRADE,X2009.2010.ENVIRONMENT.GRADE,X2009.2010.PERFORMANCE.GRADE,X2009.2010.PROGRESS.GRADE,X2008.2009.PROGRESS.REPORT.GRADE,X2010.2011.OVERALL.GRADE,X2010.2011.ENVIRONMENT.GRADE,X2010.2011.PERFORMANCE.GRADE,X2010.2011.PROGRESS.GRADE,X2009.2010.PROGRESS.REPORT.GRADE,BOROUGH
24,P.S. 102 Bayview,K-8,A,A,C,B,A,A ,A ,B ,B ,A,Queens
24,P.S. 229 Emanuel Kaplan,Elementary,A,A,B,A,A,A ,A ,B ,A ,A,Queens
24,P.S. 239,Elementary,B,A,C,B,A,C ,B ,C ,C ,B,Queens
24,P.S. 81Q Jean Paul Richter,Elementary,A,A,C,B,A,A ,A ,C ,A ,A,Queens
24,P.S. 199 Maurice A. Fitzgerald,Elementary,B,A,C,B,A,A ,A ,B ,A ,B,Queens
24,P.S. 143 Louis Armstrong,Elementary,C,B,B,D,A,C ,A ,B ,D ,C,Queens
24,I.S. 061 Leonardo Da Vinci,Middle,B,B,D,A,A,B ,B ,D ,B ,B,Queens
24,P.S. 091 Richard Arkwright,Elementary,B,C,D,B,A,C ,C ,C ,C ,B,Queens
24,P.S. 068 Cambridge,Elementary,B,B,C,B,A,B ,A ,C ,B ,B,Queens
25,P.S. 219 Paul Klapper,K-8,A,B,B,A,A,A ,B ,B ,A ,A,Queens
25,"Queens School of Inquiry, The",Middle,A,A,B,A,A,C ,A ,B ,C ,A,Queens
25,I.S. 237,Middle,A,B,B,B,A,B ,B ,C ,B ,A,Queens
25,"Queens School of Inquiry, The",High School,,,,,,C ,A ,B ,C ,A,Queens
25,P.S. 020 John Bowne,Elementary,B,B,B,A,A,B ,B ,B ,B ,B,Queens
25,East-West School of International Studies,High School,A,F,B,A,,B ,C ,B ,B ,A,Queens
25,P.S. 022 Thomas Jefferson,Elementary,A,B,C,A,A,A ,C ,B ,A ,A,Queens
25,BELL Academy,Middle,A,A,B,A,A,A ,A ,B ,A ,A,Queens
25,East-West School of International Studies,Middle,A,D,B,A,A,B ,C ,B ,B ,A,Queens
25,P.S. 154 Queens,Elementary,C,B,B,C,A,B ,B ,B ,A ,C,Queens
25,P.S. 209 Clearview Gardens,Elementary,A,A,A,A,A,A ,A ,B ,A ,A,Queens
25,P.S. 024 Andrew Jackson,Elementary,A,A,B,A,A,A ,A ,B ,A ,A,Queens
25,P.S. 164 Queens Valley,K-8,A,C,B,A,A,B ,B ,B ,B ,A,Queens
25,P.S. 163 Flushing Heights,Elementary,B,C,D,B,A,A ,B ,B ,A ,B,Queens
25,P.S. 032 State Street,Elementary,A,A,B,A,A,C ,A ,B ,C ,A,Queens
25,P.S. 169 Bay Terrace,Elementary,C,A,D,C,A,B ,A ,C ,B ,C,Queens
25,P.S. 021 Edward Hart,Elementary,B,A,B,B,A,A ,B ,A ,A ,B,Queens
25,P.S. 214 Cadwallader Colden,Elementary,A,A,B,A,A,A ,A ,B ,B ,A,Queens
25,P.S. 165 Edith K. Bergtraum,Elementary,B,D,B,B,A,B ,D ,C ,B ,B,Queens
25,P.S. 129 Patricia Larkin,Elementary,B,A,B,C,A,B ,A ,B ,D ,B,Queens
25,J.H.S. 194 William Carr,Middle,A,C,B,B,A,B ,F ,B ,B ,A,Queens
25,P.S. 107 Thomas A Dooley,Elementary,B,A,C,B,A,A ,A ,B ,B ,B,Queens
25,P.S. 184 Flushing Manor,Elementary,A,A,C,B,A,A ,A ,B ,B ,A,Queens
25,I.S. 025 Adrien Block,Middle,B,B,C,C,A,B ,B ,B ,C ,B,Queens
25,P.S. 029 Queens,Elementary,B,B,C,B,A,A ,B ,A ,A ,B,Queens
25,P.S. 079 Francis Lewis,Elementary,C,D,D,B,A,A ,C ,B ,A ,C,Queens
25,P.S. 193 Alfred J. Kennedy,Elementary,C,D,F,F,A,B ,C ,D ,B ,C,Queens
25,PS/MS 200 - The Pomonok School & STAR Academy,K-8,B,B,C,B,A,A ,C ,C ,A ,B,Queens
25,P.S. 120 Queens,Elementary,A,B,C,A,A,C ,C ,C ,B ,A,Queens
25,J.H.S. 189 Daniel Carter Beard,Middle,B,A,D,B,A,C ,A ,D ,C ,B,Queens
25,J.H.S. 185 Edward Bleeker,Middle,A,C,B,B,A,B ,C ,B ,B ,A,Queens
25,P.S. 130,K-3,A,A,A,A,,A ,B ,A ,A ,A,Queens
26,Irwin Altman Middle School 172,Middle,B,D,B,B,A,A ,C ,B ,B ,B,Queens
26,P.S. 046 Alley Pond,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
26,P.S. 213 The Carl Ullman School,Elementary,A,A,B,B,A,A ,A ,B ,B ,A,Queens
26,P.S. / I.S. 266,K-8,B,B,B,C,A,A ,B ,B ,B ,B,Queens
26,P.S./ IS 178 Holliswood,K-8,B,B,C,B,A,A ,B ,B ,A ,B,Queens
26,P.S. 191 Mayflower,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
26,P.S. 203 Oakland Gardens,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
26,J.H.S. 074 Nathaniel Hawthorne,Middle,A,B,B,A,A,A ,A ,A ,B ,A,Queens
26,M.S. 158 Marie Curie,Middle,B,C,B,B,A,B ,C ,B ,C ,B,Queens
26,J.H.S. 216 George J. Ryan,Middle,A,C,B,A,A,B ,C ,B ,C ,A,Queens
26,J.H.S. 067 Louis Pasteur,Middle,B,B,B,B,A,A ,B ,A ,B ,B,Queens
26,P.S. 041 Crocheron,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
26,P.S. 205 Alexander Graham Bell,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
26,P.S. 133 Queens,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
26,P.S. 026 Rufus King,Elementary,A,B,C,A,A,A ,B ,B ,A ,A,Queens
26,P.S. 098 The Douglaston School,Elementary,B,B,B,A,B,B ,B ,A ,B ,B,Queens
26,P.S. 173 Fresh Meadows,Elementary,A,A,A,B,A,A ,A ,A ,A ,A,Queens
26,P.S. 094 David D. Porter,Elementary,B,A,B,B,A,B ,A ,B ,B ,B,Queens
26,P.S. 186 Castlewood,Elementary,B,A,B,B,A,A ,A ,A ,A ,B,Queens
26,P.S. 188 Kingsbury,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
26,P.S. 115 Glen Oaks,Elementary,B,B,C,B,A,C ,B ,C ,F ,B,Queens
26,P.S. 018 Winchester,Elementary,A,A,B,B,A,A ,A ,A ,B ,A,Queens
26,P.S. 031 Bayside,Elementary,A,B,B,A,A,B ,B ,B ,C ,A,Queens
26,P.S. 162 John Golden,Elementary,B,A,B,B,A,B ,A ,B ,B ,B,Queens
26,P.S. 159,Elementary,A,A,A,A,A,A ,A ,A ,B ,A,Queens
27,P.S. 047 Chris Galas,K-8,A,A,B,A,B,B ,A ,B ,C ,A,Queens
27,P.S. 254,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
27,WATERSIDE CHILDREN'S STUDIO SCHOOL,K-3,,,,,,A ,A ,C ,A ,,Queens
27,J.H.S. 226 Virgil I. Grissom,Middle,C,C,C,C,B,C ,B ,D ,D ,C,Queens
27,P.S. 063 Old South,Elementary,A,B,B,B,A,B ,A ,B ,C ,A,Queens
27,P.S. 056 Harry Eichler,Elementary,B,A,B,C,A,B ,B ,C ,C ,B,Queens
27,P.S. 106,Elementary,B,D,C,B,A,A ,C ,A ,A ,B,Queens
27,P.S. 183 Dr. Richard R. Green,K-8,B,A,C,B,A,A ,A ,C ,A ,B,Queens
27,J.H.S. 210 Elizabeth Blackwell,Middle,C,D,C,C,A,C ,C ,C ,C ,C,Queens
27,P.S. 123,Elementary,B,B,D,B,A,C ,C ,C ,B ,B,Queens
27,P.S. 215 Lucretia Mott,Elementary,D,C,F,C,C,F ,D ,D ,F ,D,Queens
27,Knowledge and Power Preparatory Academy VI,Middle,C,B,F,D,A,A ,A ,C ,A ,C,Queens
27,P.S. 253,Elementary,C,B,D,C,A,D ,A ,D ,F ,C,Queens
27,P.S. 207 Rockwood Park,K-8,A,B,B,B,A,C ,B ,C ,C ,A,Queens
27,P.S. 100 Glen Morris,Elementary,B,C,C,B,A,B ,C ,B ,C ,B,Queens
27,P.S. 146 Howard Beach,K-8,B,B,F,B,A,B ,B ,C ,B ,B,Queens
27,M.S. 053 Brian Piccolo,Middle,C,D,D,B,A,F ,F ,F ,D ,C,Queens
27,P.S. 105 The Bay School,K-8,C,C,F,F,A,C ,B ,D ,B ,C,Queens
27,Channel View School for Research,High School,A,A,A,A,A,C ,A ,C ,F ,B,Queens
27,P.S. 043,K-8,C,B,D,B,A,C ,C ,C ,C ,C,Queens
27,M.S. 137 America's School of Heroes,Middle,B,D,C,B,A,B ,C ,C ,B ,B,Queens
27,P.S. 65 - The Raymond York Elementary School,Elementary,C,B,C,C,A,B ,A ,C ,B ,C,Queens
27,P.S. 045 Clarence Witherspoon,Elementary,B,C,C,A,A,B ,C ,C ,B ,B,Queens
27,P.S. 096,Elementary,B,B,C,A,A,C ,B ,C ,C ,B,Queens
27,P.S. 104 The Bays Water,Elementary,C,B,D,B,A,B ,A ,C ,B ,C,Queens
27,P.S. 108 Captain Vincent G. Fowler,Elementary,A,A,C,A,A,A ,A ,B ,B ,A,Queens
27,P.S. / M.S. 114 Belle Harbor,K-8,B,B,C,C,A,B ,B ,B ,B ,B,Queens
27,VILLAGE ACADEMY,Middle,,,,,,B ,A ,C ,B ,,Queens
27,P.S. 062 Chester Park,Elementary,C,B,D,C,A,A ,B ,B ,A ,C,Queens
27,Scholars' Academy,High School,,,,,,A ,A ,A ,B ,A,Queens
27,Goldie Maple Academy,K-8,C,A,B,D,A,A ,A ,B ,A ,C,Queens
27,Channel View School for Research,Middle,B,A,C,A,A,C ,A ,C ,F ,B,Queens
27,P.S. 064 Joseph P. Addabbo,Elementary,C,A,C,D,A,A ,A ,C ,A ,C,Queens
27,P.S. 253,Elementary,C,B,D,C,A,A ,A ,B ,A ,A,Queens
27,WATERSIDE SCHOOL FOR LEADERSHIP,Middle,,,,,,B ,A ,C ,B ,,Queens
27,P.S. 124 Osmond A Church,K-8,C,A,C,C,A,B ,A ,C ,C ,C,Queens
27,Scholars' Academy,Middle,A,B,A,A,A,A ,A ,A ,B ,A,Queens
27,P.S. 066 Jacqueline Kennedy Onassis,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
27,P.S. 097 Forest Park,Elementary,A,B,B,A,A,B ,B ,B ,B ,A,Queens
27,P.S. 197 The Ocean School,Elementary,A,C,C,A,A,C ,C ,D ,C ,A,Queens
27,P.S. 232 Lindenwood,K-8,A,A,B,B,A,B ,A ,B ,B ,A,Queens
27,P.S. 223 Lyndon B. Johnson,Elementary,B,C,C,B,A,D ,C ,D ,F ,B,Queens
27,P.S. 060 Woodhaven,Elementary,A,B,B,A,A,A ,C ,A ,A ,A,Queens
27,P.S. 225 Seaside,K-8,,,,,,,,,,,Queens
27,J.H.S. 202 Robert H. Goddard,Middle,B,B,C,B,A,B ,C ,C ,C ,B,Queens
27,P.S. 155,Elementary,C,B,D,C,A,B ,B ,C ,A ,C,Queens
27,P.S. 090 Horace Mann,Elementary,B,B,C,A,A,B ,B ,B ,B ,B,Queens
27,P.S. 042 R. Vernam,K-8,C,C,F,C,A,C ,F ,D ,C ,C,Queens
28,P.S. 099 Kew Gardens,Elementary,A,B,B,A,A,A ,B ,B ,A ,A,Queens
28,P.S. 175 The Lynn Gross Discovery School,Elementary,A,B,B,A,A,B ,B ,B ,C ,A,Queens
28,P.S. 174 William Sidney Mount,Elementary,B,D,D,A,A,C ,C ,C ,C ,B,Queens
28,P.S. 082 Hammond,Elementary,B,A,B,B,A,C ,B ,C ,D ,B,Queens
28,P.S. 139 Rego Park,Elementary,C,B,C,C,A,B ,C ,B ,B ,C,Queens
28,Catherine & Count Basie Middle School 72,Middle,C,C,C,B,B,C ,B ,C ,C ,C,Queens
28,P.S. 196 Grand Central Parkway,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Queens
28,P.S. 048 William Wordsworth,Elementary,C,D,F,C,A,D ,C ,D ,D ,C,Queens
28,J.H.S. 217 Robert A. Van Wyck,Middle,B,C,C,B,B,A ,C ,C ,B ,B,Queens
28,P.S. 055 Maure,Elementary,C,C,F,B,A,A ,C ,D ,A ,C,Queens
28,J.H.S. 190 Russell Sage,Middle,C,D,B,C,B,B ,C ,B ,B ,C,Queens
28,P.S. 050 Talfourd Lawn Elementary School,Elementary,B,F,C,B,A,B ,C ,C ,B ,B,Queens
28,York Early College Academy,High School,,,,,,C ,B ,C ,C ,B,Queens
28,P.S. 140 Edward K Ellington,Elementary,C,C,D,B,B,C ,C ,C ,C ,C,Queens
28,P.S. 030 Queens,Elementary,D,C,F,C,B,,,,,D,Queens
28,J.H.S. 157 Stephen A. Halsey,Middle,A,B,B,A,A,B ,B ,B ,B ,A,Queens
28,J.H.S. 190 Russell Sage,High School,,,,,,B ,C ,B ,B ,C,Queens
28,P.S. 117 J. Keld / Briarwood School,Elementary,B,B,C,B,A,C ,C ,C ,D ,B,Queens
28,P.S. 080 Thurgood Marshall Magnet,Elementary,C,B,D,C,B,F ,B ,D ,F ,C,Queens
28,P.S. 160 Walter Francis Bishop,Elementary,B,C,D,B,A,C ,D ,D ,C ,B,Queens
28,J.H.S. 157 Stephen A. Halsey,High School,,,,,,B ,B ,B ,B ,A,Queens
28,P.S. 206 The Horace Harding School,Elementary,C,F,D,B,A,B ,D ,C ,B ,C,Queens
28,P.S. 121 Queens,Elementary,A,B,B,A,A,B ,B ,B ,B ,A,Queens
28,Queens Gateway to Health Sciences Secondary School,Middle,B,C,B,B,B,C ,B ,B ,D ,B,Queens
28,Queens Gateway to Health Sciences Secondary School,High School,B,D,A,A,A,C ,B ,B ,D ,B,Queens
28,York Early College Academy,Middle,B,A,C,B,A,C ,B ,C ,C ,B,Queens
28,P.S. 182 Samantha Smith,K-2,D,C,F,C,,C ,C ,D ,D ,D,Queens
28,P.S. 101 School in the Gardens,Elementary,B,B,C,B,A,C ,B ,C ,D ,B,Queens
28,J.H.S. 008 Richard S. Grossley,Middle,C,C,C,C,A,C ,C ,C ,C ,C,Queens
28,P.S. 144 Col Jeromus Remsen,Elementary,B,B,C,A,A,A ,B ,C ,A ,B,Queens
28,"Young Women's Leadership School, Queens",Middle,C,C,C,C,A,C ,C ,C ,D ,C,Queens
28,P.S. 040 Samuel Huntington,Elementary,D,C,D,C,B,B ,A ,C ,B ,D,Queens
28,P.S. 220 Edward Mandel,Elementary,A,B,D,A,A,C ,C ,D ,C ,A,Queens
28,P.S. 054 Hillside,Elementary,C,B,D,C,B,C ,C ,D ,C ,C,Queens
28,P.S. 161 Arthur Ashe School,Elementary,A,A,B,A,A,A ,A ,B ,B ,A,Queens
28,Queens Collegiate: A College Board School,High School,,,,,,C ,B ,D ,C ,,Queens
28,"Young Women's Leadership School, Queens",High School,,,,,,C ,C ,C ,D ,C,Queens
28,P.S. Q086,Elementary,B,C,D,B,A,C ,C ,D ,B ,B,Queens
29,P.S. 136 Roy Wilkins,Elementary,B,C,F,B,A,B ,D ,C ,A ,B,Queens
29,P.S. 132 Ralph Bunche,Elementary,C,B,C,C,A,C ,B ,C ,B ,C,Queens
29,Jean Nuzzi Intermediate School,Middle,C,C,C,B,B,C ,C ,C ,C ,C,Queens
29,P.S. 176 Cambria Heights,Elementary,C,A,B,D,A,B ,A ,B ,B ,C,Queens
29,P.S. 131 Abigail Adams,Elementary,B,A,B,C,B,A ,A ,B ,A ,B,Queens
29,I.S. 059 Springfield Gardens,Middle,C,D,D,D,A,C ,F ,D ,C ,C,Queens
29,The Bellaire School,Elementary,C,B,D,B,A,B ,B ,C ,B ,C,Queens
29,P.S. 015 Jackie Robinson,Elementary,C,B,D,D,A,B ,B ,C ,B ,C,Queens
29,P.S. 195 William Haberle,Elementary,D,A,D,F,B,A ,B ,C ,A ,D,Queens
29,P.S. / I.S. 208,K-8,B,A,C,C,A,B ,A ,B ,B ,B,Queens
29,I.S. 231 Magnetech 2000,Middle,D,B,D,D,C,,,,,D,Queens
29,P.S. 035 Nathaniel Woodhull,Elementary,D,F,D,F,B,D ,F ,C ,C ,D,Queens
29,P.S. 038 Rosedale,Elementary,B,A,D,B,B,C ,A ,D ,D ,B,Queens
29,Cynthia Jenkins School,Elementary,C,C,F,F,A,B ,C ,D ,B ,C,Queens
29,P.S. 036 Saint Albans School,Elementary,D,B,F,D,B,B ,C ,D ,B ,D,Queens
29,P.S. 033 Edward M. Funk,Elementary,C,A,D,F,A,C ,A ,C ,F ,C,Queens
29,P.S. 034 John Harvard,Elementary,B,A,B,B,A,A ,B ,A ,A ,B,Queens
29,P.S. 095 Eastwood,Elementary,B,D,C,A,A,B ,B ,C ,B ,B,Queens
29,PS/IS 268,K-8,B,B,C,B,A,D ,C ,C ,D ,B,Queens
29,P.S. 138 Sunrise,K-8,C,F,D,C,A,C ,C ,D ,C ,C,Queens
29,P.S. 251 Queens,K-3,C,B,C,B,,B ,C ,A ,B ,C,Queens
29,P.S. 181 Brookfield,Elementary,C,D,F,F,A,D ,C ,F ,D ,C,Queens
29,P.S. 118 Lorraine Hansberry,Elementary,C,F,D,F,A,C ,F ,D ,B ,C,Queens
29,P.S. 156 Laurelton,K-8,C,D,F,C,B,C ,C ,D ,C ,C,Queens
29,I.S. 238 Susan B Anthony,Middle,C,B,D,B,A,B ,B ,C ,B ,C,Queens
29,The Gordon Parks School,K-8,C,A,C,D,A,C ,A ,C ,F ,C,Queens
29,I.S. 192 The Linden,Middle,B,A,D,C,A,C ,A ,D ,C ,B,Queens
29,PS/MS 147 Ronald McNair,K-8,D,C,F,D,B,C ,B ,D ,C ,D,Queens
29,P.S./I.S. 295,K-8,B,A,B,B,A,A ,B ,B ,A ,B,Queens
29,P.S. 134 Hollis,Elementary,B,B,D,A,A,C ,B ,D ,B ,B,Queens
29,P.S. 052 Queens,Elementary,A,C,C,A,A,B ,B ,B ,B ,A,Queens
29,PS/IS 116 William C. Hughley,K-8,C,C,F,D,A,C ,C ,D ,C ,C,Queens
30,Academy for New Americans,Middle,A,A,F,A,A,A ,A ,F ,A ,A,Queens
30,P.S. 150 Queens,Elementary,B,B,B,C,A,A ,B ,A ,A ,B,Queens
30,P.S. 070 Queens,Elementary,C,C,C,C,A,B ,C ,C ,B ,C,Queens
30,P.S. 151 Mary D. Carter,Elementary,C,D,D,B,A,D ,F ,D ,D ,C,Queens
30,P.S. 092 Harry T. Stewart Sr.,Elementary,A,A,C,A,A,B ,A ,C ,C ,A,Queens
30,P.S. 127 Aerospace Science Magne,K-8,B,D,C,B,A,B ,C ,C ,B ,B,Queens
30,I.S. 141 The Steinway,Middle,A,A,B,A,A,A ,A ,B ,B ,A,Queens
30,P.S. 148 Queens,Elementary,B,A,C,B,A,D ,B ,C ,F ,B,Queens
30,P.S. 149 Christa Mcauliffe,Elementary,B,A,B,B,A,A ,A ,B ,B ,B,Queens
30,Baccalaureate School for Global Education,Middle,B,B,A,B,B,B ,A ,A ,C ,B,Queens
30,P.S. 076 William Hallet,Elementary,A,C,C,A,A,B ,C ,C ,B ,A,Queens
30,P.S. 002 Alfred Zimberg,Elementary,A,B,C,A,B,B ,B ,C ,B ,A,Queens
30,P.S. 212,Elementary,B,A,C,B,A,B ,B ,C ,A ,C,Queens
30,P.S. 166 Henry Gradstein,Elementary,B,A,C,B,A,B ,B ,B ,B ,B,Queens
30,I.S. 010 Horace Greeley,Middle,B,B,C,B,A,A ,A ,B ,A ,B,Queens
30,P.S. 234,Elementary,A,A,B,A,A,C ,A ,B ,D ,A,Queens
30,P.S. 078,Elementary,B,A,C,C,A,B ,A ,B ,B ,B,Queens
30,P.S. 112 Dutch Kills,Elementary,B,C,D,B,A,C ,B ,D ,C ,B,Queens
30,P.S. 122 Mamie Fay,K-8,A,B,A,A,A,A ,B ,A ,A ,A,Queens
30,Baccalaureate School for Global Education,High School,A,C,A,A,A,B ,A ,A ,C ,B,Queens
30,P.S. 171 Peter G. Van Alst,Elementary,C,B,D,D,A,B ,B ,C ,B ,C,Queens
30,I.S. 227 Louis Armstrong,Middle,A,B,B,B,A,A ,B ,B ,B ,A,Queens
30,P.S. 212,Elementary,B,A,C,B,A,A ,A ,B ,A ,B,Queens
30,P.S. 084 Steinway,K-8,C,B,D,C,A,B ,B ,C ,A ,C,Queens
30,I.S. 230,Middle,A,B,B,A,A,B ,B ,B ,C ,A,Queens
30,I.S. 145 Joseph Pulitzer,Middle,B,A,C,B,A,B ,A ,C ,B ,B,Queens
30,I.S. 204 Oliver W. Holmes,Middle,A,B,C,A,A,C ,B ,C ,C ,A,Queens
30,P.S. 228 Early Childhood Magnet School of the Arts,K-2,A,A,A,A,,A ,A ,A ,B ,A,Queens
30,P.S. 085 Judge Charles Vallone,Elementary,C,B,C,C,A,C ,B ,B ,C ,C,Queens
30,P.S. 011 Kathryn Phelan,Elementary,B,B,C,B,A,A ,A ,B ,A ,B,Queens
30,"Young Women's Leadership School, Astoria",Middle,A,A,B,A,A,B ,A ,B ,B ,A,Queens
30,P.S. 069 Jackson Heights,Elementary,A,B,B,A,A,A ,A ,B ,B ,A,Queens
30,"Young Women's Leadership School, Astoria",High School,,,,,,B ,A ,B ,B ,A,Queens
30,P.S. 017 Henry David Thoreau,Elementary,C,B,F,D,A,A ,C ,C ,A ,C,Queens
30,P.S. 111 Jacob Blackwell,K-8,C,B,F,F,A,C ,B ,D ,B ,C,Queens
31,P.S. 11 Thomas Dongan School,Elementary,B,B,F,B,A,C ,B ,D ,C ,B,Staten Island
31,P.S. 029 Bardwell,Elementary,C,A,C,D,A,B ,A ,C ,C ,C,Staten Island
31,P.S. 042 Eltingville,Elementary,C,A,C,D,A,B ,A ,C ,B ,C,Staten Island
31,P.S. 055 Henry M. Boehm,Elementary,C,D,F,F,B,C ,B ,C ,C ,C,Staten Island
31,P.S. 004 Maurice Wollin,Elementary,C,C,F,D,A,C ,C ,D ,C ,C,Staten Island
31,Space Shuttle Columbia School,Elementary,C,B,C,C,A,B ,B ,C ,C ,C,Staten Island
31,P.S. 060 Alice Austen,Elementary,C,B,D,B,A,D ,B ,D ,F ,C,Staten Island
31,I.S. R002 George L. Egbert,Middle,C,C,C,C,B,C ,C ,C ,C ,C,Staten Island
31,The Michael J. Petrides School,K-8,C,B,F,F,B,C ,C ,D ,F ,C,Staten Island
31,P.S. 041 New Dorp,Elementary,C,C,D,F,A,C ,D ,C ,C ,C,Staten Island
31,Staten Island School of Civic Leadership,Middle,,,,,,A ,A ,A ,A ,,Staten Island
31,P.S. 046 Albert V. Maniscalco,Elementary,D,A,D,F,B,B ,A ,C ,B ,D,Staten Island
31,P.S. 032 The Gifford School,Elementary,B,C,D,B,B,B ,C ,C ,A ,B,Staten Island
31,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,C,B,D,C,A,C ,B ,C ,F ,C,Staten Island
31,P.S. 031 William T. Davis,Elementary,B,B,D,B,A,B ,B ,D ,B ,B,Staten Island
31,P.S. 21 Margaret Emery-Elm Park,Elementary,A,A,D,A,A,C ,A ,C ,C ,A,Staten Island
31,The Michael J. Petrides School,High School,A,A,A,A,A,C ,C ,D ,F ,C,Staten Island
31,P.S. 026 The Carteret School,Elementary,C,D,D,D,A,B ,B ,C ,B ,C,Staten Island
31,I.S. 024 Myra S. Barnes,Middle,C,C,B,D,A,B ,C ,B ,C ,C,Staten Island
31,P.S. 045 John Tyler,Elementary,C,D,F,F,A,B ,C ,C ,B ,C,Staten Island
31,P.S. 8 Shirlee Solomon,Elementary,A,A,B,A,A,A ,A ,A ,A ,A,Staten Island
31,I.S. 034 Tottenville,Middle,A,A,B,B,A,C ,A ,B ,D ,A,Staten Island
31,P.S. 013 M. L. Lindemeyer,Elementary,C,B,C,C,A,B ,B ,B ,C ,C,Staten Island
31,I.S. 027 Anning S. Prall,Middle,C,B,C,C,A,C ,B ,C ,C ,C,Staten Island
31,I.S. 072 Rocco Laurie,Middle,B,B,B,B,A,B ,C ,B ,B ,B,Staten Island
31,P.S. 020 Port Richmond,Elementary,C,A,D,F,A,C ,A ,C ,F ,C,Staten Island
31,P.S. 003 The Margaret Gioiosa School,Elementary,C,C,F,B,B,C ,D ,C ,C ,C,Staten Island
31,P.S. 018 John G. Whittier,Elementary,B,B,C,B,A,C ,C ,C ,C ,B,Staten Island
31,P.S. 001 Tottenville,Elementary,B,A,C,B,A,B ,B ,B ,B ,B,Staten Island
31,P.S. 005 Huguenot,Elementary,C,A,C,D,A,C ,A ,B ,D ,C,Staten Island
31,P.S. 030 Westerleigh,Elementary,C,C,D,C,B,B ,C ,C ,B ,C,Staten Island
31,P.S. 014 Cornelius Vanderbilt,Elementary,C,F,F,D,A,D ,C ,F ,D ,C,Staten Island
31,I.S. 49 Berta A. Dreyfus,Middle,B,C,D,B,A,B ,C ,C ,B ,B,Staten Island
31,Marsh Avenue School for Expeditionary Learning,Middle,B,A,B,B,,B ,A ,B ,C ,B,Staten Island
31,P.S. 050 Frank Hankinson,Elementary,B,C,D,B,A,B ,B ,C ,B ,B,Staten Island
31,I.S. 007 Elias Bernstein,Middle,B,B,B,B,A,B ,B ,B ,C ,B,Staten Island
31,P.S. 036 J. C. Drumgoole,Elementary,C,C,F,C,B,B ,F ,C ,A ,C,Staten Island
31,P.S. 023 Richmondtown,Elementary,B,B,C,C,A,A ,B ,B ,A ,B,Staten Island
31,P.S. 016 John J. Driscoll,Elementary,C,C,F,B,A,C ,D ,D ,B ,C,Staten Island
31,P.S. 044 Thomas C. Brown,Elementary,C,C,F,B,A,C ,C ,D ,B ,C,Staten Island
31,P.S. 39 Francis J. Murphy Jr.,Elementary,C,B,D,F,A,C ,B ,C ,C ,C,Staten Island
31,P.S. 048 William C. Wilcox,Elementary,B,A,A,C,A,B ,A ,B ,C ,B,Staten Island
31,I.S. 075 Frank D. Paulo,Middle,B,B,C,C,B,B ,B ,B ,C ,B,Staten Island
31,I.S. 051 Edwin Markham,Middle,B,C,C,B,B,B ,C ,C ,B ,B,Staten Island
31,P.S. 054 Charles W. Leng,Elementary,C,A,C,F,B,D ,C ,C ,F ,C,Staten Island
31,P.S. 038 George Cromwell,Elementary,B,C,C,B,A,C ,B ,B ,D ,B,Staten Island
31,P.S. 022 Graniteville,Elementary,B,C,C,B,A,C ,C ,C ,B ,B,Staten Island
31,P.S. 057 Hubert H. Humphrey,Elementary,A,C,D,A,A,C ,D ,D ,C ,A,Staten Island
31,P.S. 019 The Curtis School,Elementary,B,B,C,B,A,A ,B ,B ,A ,B,Staten Island
31,P.S. 053 Bay Terrace,Elementary,B,A,D,B,A,B ,A ,C ,B ,B,Staten Island
31,P.S. 069 Daniel D. Tompkins,Elementary,C,A,F,C,A,C ,A ,D ,C ,C,Staten Island
31,P.S. 052 John C. Thompson,Elementary,C,F,D,C,A,D ,C ,D ,D ,C,Staten Island
31,I.S. 061 William A Morris,Middle,C,D,C,C,B,C ,C ,C ,C ,C,Staten Island
31,P.S. 56 The Louis Desario School,Elementary,C,F,D,F,A,C ,D ,C ,F ,C,Staten Island
31,P.S. 35 The Clove Valley School,Elementary,C,B,D,C,B,C ,B ,C ,C ,C,Staten Island
32,P.S. 123 Suydam,Elementary,C,A,C,D,A,B ,A ,B ,B ,C,Brooklyn
32,P.S. 045 Horace E. Greene,Elementary,A,B,C,A,A,B ,A ,C ,B ,A,Brooklyn
32,P.S. 151 Lyndon B. Johnson,Elementary,C,A,D,C,A,D ,B ,C ,D ,C,Brooklyn
32,P.S. 145 Andrew Jackson,Elementary,B,B,C,B,A,C ,B ,C ,B ,B,Brooklyn
